Year,Name,Team,Points
1999-00,Jumaine Jones,PHI,2
1999-00,Mark Strickland,MIA,2
1999-00,Gary Grant,POR,1
1999-00,Alvin Williams,TOR,0
1999-00,Chuck Person,SEA,0
1999-00,Danny Manning,MIL,0
1999-00,Dee Brown,TOR,0
1999-00,Eric Montross,DET,0
1999-00,Ira Bowman,PHI,0
1999-00,John Thomas,TOR,0
1999-00,John Wallace,NYK,0
1999-00,Loy Vaught,DET,0
1999-00,Rafer Alston,MIL,0
1999-00,Rick Brunson,NYK,0
1999-00,Robert Traylor,MIL,0
1999-00,Tom Hammonds,MIN,0
2000-01,Allen Iverson,PHI,723
2000-01,Shaquille O'Neal,LAL,487
2000-01,Kobe Bryant,LAL,471
2000-01,Ray Allen,MIL,452
2000-01,Glenn Robinson,MIL,350
2000-01,Aaron McKie,PHI,336
2000-01,Vince Carter,TOR,327
2000-01,Dikembe Mutombo,PHI,319
2000-01,Tim Duncan,SAS,317
2000-01,Sam Cassell,MIL,314
2000-01,Jamal Mashburn,CHH,249
2000-01,Dirk Nowitzki,DAL,234
2000-01,David Robinson,SAS,216
2000-01,Derek Fisher,LAL,215
2000-01,Eric Snow,PHI,214
2000-01,Tim Thomas,MIL,203
2000-01,Antonio Davis,TOR,197
2000-01,Michael Finley,DAL,197
2000-01,Chris Webber,SAC,186
2000-01,Baron Davis,CHH,178
2000-01,Antonio Daniels,SAS,176
2000-01,Peja Stojakovic,SAC,173
2000-01,David Wesley,CHH,170
2000-01,Tyrone Hill,PHI,166
2000-01,Alvin Williams,TOR,165
2000-01,Rick Fox,LAL,160
2000-01,Karl Malone,UTA,138
2000-01,Steve Nash,DAL,136
2000-01,Tracy McGrady,ORL,135
2000-01,Juwan Howard,DAL,134
2000-01,Scott Williams,MIL,134
2000-01,Jumaine Jones,PHI,127
2000-01,Reggie Miller,IND,125
2000-01,Elden Campbell,CHH,121
2000-01,Charles Oakley,TOR,111
2000-01,Chris Childs,TOR,109
2000-01,Terry Porter,SAS,108
2000-01,Allan Houston,NYK,104
2000-01,Ervin Johnson,MIL,98
2000-01,Horace Grant,LAL,96
2000-01,Robert Horry,LAL,94
2000-01,Latrell Sprewell,NYK,92
2000-01,Vlade Divac,SAC,86
2000-01,Kevin Garnett,MIN,84
2000-01,P.J. Brown,CHH,80
2000-01,Doug Christie,SAC,79
2000-01,Dell Curry,TOR,78
2000-01,Avery Johnson,SAS,76
2000-01,Danny Ferry,SAS,75
2000-01,Jalen Rose,IND,72
2000-01,Kurt Thomas,NYK,72
2000-01,Bryon Russell,UTA,71
2000-01,Brian Shaw,LAL,70
2000-01,Jason Williams,SAC,70
2000-01,Eddie Robinson,CHH,69
2000-01,Jason Caffey,MIL,68
2000-01,Lindsey Hunter,MIL,64
2000-01,Malik Rose,SAS,64
2000-01,Shawn Bradley,DAL,64
2000-01,Glen Rice,NYK,61
2000-01,Terrell Brandon,MIN,61
2000-01,Clifford Robinson,PHX,60
2000-01,Hedo Turkoglu,SAC,60
2000-01,Shawn Marion,PHX,59
2000-01,Eddie Jones,MIA,57
2000-01,George Lynch,PHI,57
2000-01,Jason Kidd,PHX,57
2000-01,Sean Elliott,SAS,57
2000-01,Bobby Jackson,SAC,56
2000-01,Todd MacCulloch,PHI,56
2000-01,Wally Szczerbiak,MIN,56
2000-01,Derek Anderson,SAS,54
2000-01,Damon Stoudamire,POR,53
2000-01,Darrell Armstrong,ORL,53
2000-01,Donyell Marshall,UTA,52
2000-01,Howard Eisley,DAL,52
2000-01,Steven Smith,POR,51
2000-01,Rasheed Wallace,POR,50
2000-01,Danny Manning,UTA,49
2000-01,John Stockton,UTA,49
2000-01,Mike Miller,ORL,48
2000-01,Pat Garrity,ORL,48
2000-01,Scot Pollard,SAC,48
2000-01,Tony Delk,PHX,47
2000-01,Mark Jackson,NYK,45
2000-01,Austin Croshere,IND,43
2000-01,Morris Peterson,TOR,43
2000-01,Scottie Pippen,POR,41
2000-01,Jamaal Magloire,CHH,39
2000-01,Jermaine O'Neal,IND,39
2000-01,Olden Polynice,UTA,39
2000-01,Travis Best,IND,39
2000-01,Calvin Booth,DAL,38
2000-01,Eddie House,MIA,38
2000-01,Matt Geiger,PHI,38
2000-01,Mario Elie,PHX,36
2000-01,Alonzo Mourning,MIA,35
2000-01,Jerome Williams,TOR,35
2000-01,Keon Clark,TOR,35
2000-01,Rodney Rogers,PHX,35
2000-01,Anthony Peeler,MIN,34
2000-01,Arvydas Sabonis,POR,34
2000-01,Bo Outlaw,ORL,34
2000-01,Raja Bell,PHI,34
2000-01,Kevin Ollie,PHI,33
2000-01,Brian Grant,MIA,30
2000-01,Greg Buckner,DAL,30
2000-01,Steve Kerr,SAS,30
2000-01,Darvin Ham,MIL,29
2000-01,Tyronn Lue,LAL,29
2000-01,Derrick Coleman,CHH,27
2000-01,Charlie Ward,NYK,25
2000-01,Marcus Camby,NYK,25
2000-01,LaPhonso Ellis,MIN,24
2000-01,David Benoit,UTA,23
2000-01,Tom Gugliotta,PHX,23
2000-01,Eduardo Najera,DAL,21
2000-01,Rodney Buford,PHI,21
2000-01,Andrew DeClercq,ORL,20
2000-01,Anthony Carter,MIA,18
2000-01,Dee Brown,ORL,18
2000-01,Othella Harrington,NYK,18
2000-01,Felipe Lopez,MIN,17
2000-01,Troy Hudson,ORL,17
2000-01,Anthony Mason,MIA,16
2000-01,Dan Majerle,MIA,16
2000-01,Jon Barry,SAC,16
2000-01,Detlef Schrempf,POR,14
2000-01,Devean George,LAL,14
2000-01,Samaki Walker,SAS,14
2000-01,Dean Garrett,MIN,13
2000-01,Elliot Perry,PHX,13
2000-01,Reggie Slater,MIN,13
2000-01,Ron Harper,LAL,13
2000-01,Bruce Bowen,MIA,12
2000-01,Hersey Hawkins,CHH,12
2000-01,Jake Tsakalidis,PHX,12
2000-01,Michael Doleac,ORL,12
2000-01,John Starks,UTA,11
2000-01,Don Reid,ORL,10
2000-01,Jeff Foster,IND,10
2000-01,Mark Pope,MIL,10
2000-01,Rasho Nesterovic,MIN,10
2000-01,Stacey Augmon,POR,10
2000-01,Wang Zhi-zhi,DAL,10
2000-01,John Amaechi,ORL,9
2000-01,Greg Ostertag,UTA,8
2000-01,Rod Strickland,POR,8
2000-01,Vinny Del Negro,PHX,8
2000-01,Lawrence Funderburke,SAC,7
2000-01,Monty Williams,ORL,7
2000-01,William Avery,MIN,7
2000-01,Derrick McKey,IND,6
2000-01,Sam Mitchell,MIN,6
2000-01,Al Harrington,IND,5
2000-01,Cedric Ceballos,MIA,5
2000-01,Greg Anthony,POR,5
2000-01,Mark Madsen,LAL,5
2000-01,Sam Perkins,IND,5
2000-01,Scott Burrell,CHH,5
2000-01,Tim Hardaway,MIA,5
2000-01,Eric Montross,TOR,4
2000-01,Otis Thorpe,CHH,4
2000-01,Tyus Edney,IND,4
2000-01,Vernon Maxwell,DAL,4
2000-01,A.C. Green,MIA,3
2000-01,Chauncey Billups,MIN,3
2000-01,Eldridge Recasner,CHH,3
2000-01,Jacque Vaughn,UTA,3
2000-01,John Crotty,UTA,3
2000-01,Rick Brunson,NYK,3
2000-01,Shawnelle Scott,SAS,3
2000-01,Chris Dudley,PHX,2
2000-01,Daniel Santiago,PHX,2
2000-01,DeShawn Stevenson,UTA,2
2000-01,Mark Bryant,DAL,2
2000-01,Tracy Murray,TOR,2
2000-01,Dale Davis,POR,1
2000-01,Zan Tabak,IND,1
2000-01,Antonio Harvey,POR,0
2000-01,Darrick Martin,SAC,0
2000-01,Duane Causwell,MIA,0
2000-01,Felton Spencer,NYK,0
2000-01,Greg Foster,LAL,0
2000-01,Joel Przybilla,MIL,0
2000-01,Jonathan Bender,IND,0
2000-01,Michael Stewart,TOR,0
2000-01,Rafer Alston,MIL,0
2000-01,Travis Knight,NYK,0
2000-01,Will Perdue,POR,0
2001-02,Shaquille O'Neal,LAL,541
2001-02,Kobe Bryant,LAL,506
2001-02,Paul Pierce,BOS,394
2001-02,Jason Kidd,NJN,391
2001-02,Chris Webber,SAC,379
2001-02,Antoine Walker,BOS,354
2001-02,Kenyon Martin,NJN,336
2001-02,Mike Bibby,SAC,324
2001-02,Keith Van Horn,NJN,266
2001-02,Tim Duncan,SAS,248
2001-02,Kerry Kittles,NJN,241
2001-02,Dirk Nowitzki,DAL,227
2001-02,Vlade Divac,SAC,216
2001-02,Baron Davis,CHH,203
2001-02,Michael Finley,DAL,197
2001-02,Derek Fisher,LAL,193
2001-02,Kenny Anderson,BOS,192
2001-02,Rick Fox,LAL,186
2001-02,Doug Christie,SAC,177
2001-02,Lucious Harris,NJN,177
2001-02,Jerry Stackhouse,DET,176
2001-02,Robert Horry,LAL,176
2001-02,Bobby Jackson,SAC,175
2001-02,Steve Nash,DAL,156
2001-02,Tony Parker,SAS,155
2001-02,Allen Iverson,PHI,150
2001-02,Peja Stojakovic,SAC,148
2001-02,David Wesley,CHH,142
2001-02,Rodney Rogers,BOS,142
2001-02,Richard Jefferson,NJN,139
2001-02,Hedo Turkoglu,SAC,138
2001-02,Corliss Williamson,DET,133
2001-02,Clifford Robinson,DET,132
2001-02,Aaron Williams,NJN,130
2001-02,Malik Rose,SAS,129
2001-02,Eric Williams,BOS,125
2001-02,Todd MacCulloch,NJN,123
2001-02,Tracy McGrady,ORL,123
2001-02,Elden Campbell,CHH,122
2001-02,Reggie Miller,IND,118
2001-02,Chucky Atkins,DET,113
2001-02,Gary Payton,SEA,111
2001-02,Steven Smith,SAS,103
2001-02,Jamaal Magloire,CHH,98
2001-02,Tony Battie,BOS,97
2001-02,Antonio Daniels,SAS,95
2001-02,Devean George,LAL,95
2001-02,P.J. Brown,CHH,92
2001-02,Raef LaFrentz,DAL,90
2001-02,Nick Van Exel,DAL,89
2001-02,Jermaine O'Neal,IND,86
2001-02,Antonio Davis,TOR,85
2001-02,Jon Barry,DET,80
2001-02,Karl Malone,UTA,80
2001-02,Rasheed Wallace,POR,76
2001-02,Ben Wallace,DET,73
2001-02,Kevin Garnett,MIN,72
2001-02,George Lynch,CHH,69
2001-02,Lee Nailon,CHH,69
2001-02,Bruce Bowen,SAS,68
2001-02,Keon Clark,TOR,67
2001-02,Chauncey Billups,MIN,66
2001-02,Tony Delk,BOS,66
2001-02,Vin Baker,SEA,66
2001-02,Derrick Coleman,PHI,64
2001-02,Samaki Walker,LAL,62
2001-02,Darrell Armstrong,ORL,61
2001-02,Alvin Williams,TOR,60
2001-02,Wally Szczerbiak,MIN,60
2001-02,Chris Childs,TOR,59
2001-02,Desmond Mason,SEA,59
2001-02,Metta World Peace,IND,59
2001-02,Donyell Marshall,UTA,57
2001-02,Michael Curry,DET,57
2001-02,Brad Miller,IND,56
2001-02,Brian Shaw,LAL,55
2001-02,Eric Snow,PHI,54
2001-02,Aaron McKie,PHI,53
2001-02,Matt Harpring,PHI,51
2001-02,Troy Hudson,ORL,51
2001-02,Anthony Johnson,NJN,50
2001-02,John Stockton,UTA,50
2001-02,Scot Pollard,SAC,50
2001-02,Jason Collins,NJN,49
2001-02,Scottie Pippen,POR,49
2001-02,Stacey Augmon,CHH,48
2001-02,Morris Peterson,TOR,46
2001-02,Derek Anderson,POR,44
2001-02,Dikembe Mutombo,PHI,44
2001-02,Walter McCarty,BOS,44
2001-02,Damon Jones,DET,43
2001-02,Brent Barry,SEA,39
2001-02,Ron Mercer,IND,39
2001-02,Rashard Lewis,SEA,38
2001-02,Vladimir Radmanovic,SEA,38
2001-02,Bonzi Wells,POR,37
2001-02,Eduardo Najera,DAL,37
2001-02,Jerome Williams,TOR,36
2001-02,Lindsey Hunter,LAL,36
2001-02,Andrei Kirilenko,UTA,35
2001-02,Erick Strickland,BOS,35
2001-02,Monty Williams,ORL,34
2001-02,Pat Garrity,ORL,34
2001-02,Rasho Nesterovic,MIN,34
2001-02,Terry Porter,SAS,33
2001-02,Kevin Ollie,IND,29
2001-02,Bryon Russell,UTA,28
2001-02,Danny Ferry,SAS,28
2001-02,Dell Curry,TOR,28
2001-02,Hakeem Olajuwon,TOR,28
2001-02,Anthony Peeler,MIN,27
2001-02,Greg Buckner,DAL,27
2001-02,Greg Ostertag,UTA,27
2001-02,Patrick Ewing,ORL,26
2001-02,Austin Croshere,IND,24
2001-02,Jarron Collins,UTA,22
2001-02,Mark Bryant,SAS,21
2001-02,Zeljko Rebraca,DET,21
2001-02,Adrian Griffin,DAL,20
2001-02,Jeff Foster,IND,20
2001-02,Randy Livingston,SEA,20
2001-02,Rusty LaRue,UTA,20
2001-02,Wang Zhi-zhi,DAL,20
2001-02,Gary Trent,MIN,19
2001-02,Mike Miller,ORL,19
2001-02,Steve Kerr,POR,19
2001-02,David Robinson,SAS,18
2001-02,Horace Grant,ORL,18
2001-02,Jamaal Tinsley,IND,18
2001-02,Jerome James,SEA,18
2001-02,Robert Traylor,CHH,18
2001-02,Quincy Lewis,UTA,17
2001-02,Ruben Patterson,POR,16
2001-02,Scott Padgett,UTA,16
2001-02,Shammond Williams,SEA,16
2001-02,Damon Stoudamire,POR,15
2001-02,Joe Smith,MIN,13
2001-02,Speedy Claxton,PHI,12
2001-02,Shawn Kemp,POR,11
2001-02,Predrag Drobnjak,SEA,10
2001-02,Don Reid,ORL,9
2001-02,Olumide Oyedeji,SEA,9
2001-02,Cherokee Parks,SAS,8
2001-02,Derrick McKey,PHI,8
2001-02,Sam Mitchell,MIN,8
2001-02,Ansu Sesay,SEA,7
2001-02,Corie Blount,PHI,7
2001-02,Dale Davis,POR,7
2001-02,Jermaine Jackson,TOR,6
2001-02,Jonathan Bender,IND,6
2001-02,Lawrence Funderburke,SAC,6
2001-02,Mark Blount,BOS,6
2001-02,Shawn Bradley,DAL,6
2001-02,Slava Medvedenko,LAL,6
2001-02,Charles Smith,SAS,5
2001-02,Kedrick Brown,BOS,5
2001-02,Felipe Lopez,MIN,4
2001-02,Gerald Wallace,SAC,4
2001-02,Michael Stewart,TOR,4
2001-02,Donny Marshall,NJN,3
2001-02,Johnny Newman,DAL,3
2001-02,Mitch Richmond,LAL,3
2001-02,Robert Pack,MIN,3
2001-02,Brian Scalabrine,NJN,2
2001-02,Bruno Sundov,IND,2
2001-02,Bryce Drew,CHH,2
2001-02,Dana Barros,DET,2
2001-02,Kirk Haston,CHH,2
2001-02,Raja Bell,PHI,2
2001-02,Jamison Brewer,IND,1
2001-02,Alvin Jones,PHI,0
2001-02,Andrew DeClercq,ORL,0
2001-02,Chris Dudley,POR,0
2001-02,Chucky Brown,SAC,0
2001-02,Evan Eschmeyer,DAL,0
2001-02,Jamal Mashburn,CHH,0
2001-02,Jaren Jackson,ORL,0
2001-02,Jud Buechler,ORL,0
2001-02,Marc Jackson,MIN,0
2001-02,Mark Madsen,LAL,0
2001-02,Michael Bradley,TOR,0
2001-02,Rick Brunson,POR,0
2001-02,Rodney White,DET,0
2001-02,Victor Alexander,DET,0
2001-02,Vonteego Cummings,PHI,0
2001-02,Zach Randolph,POR,0
2002-03,Tim Duncan,SAS,593
2002-03,Dirk Nowitzki,DAL,430
2002-03,Jason Kidd,NJN,402
2002-03,Nick Van Exel,DAL,389
2002-03,Kobe Bryant,LAL,385
2002-03,Richard Hamilton,DET,383
2002-03,Allen Iverson,PHI,380
2002-03,Kenyon Martin,NJN,378
2002-03,Michael Finley,DAL,366
2002-03,Tony Parker,SAS,352
2002-03,Shaquille O'Neal,LAL,324
2002-03,Steve Nash,DAL,322
2002-03,Stephen Jackson,SAS,307
2002-03,Richard Jefferson,NJN,281
2002-03,Peja Stojakovic,SAC,277
2002-03,Paul Pierce,BOS,271
2002-03,Chauncey Billups,DET,252
2002-03,Manu Ginobili,SAS,226
2002-03,Malik Rose,SAS,222
2002-03,Tracy McGrady,ORL,222
2002-03,Kerry Kittles,NJN,216
2002-03,David Robinson,SAS,180
2002-03,Antoine Walker,BOS,173
2002-03,Bobby Jackson,SAC,172
2002-03,Bruce Bowen,SAS,166
2002-03,Chris Webber,SAC,166
2002-03,Derrick Coleman,PHI,163
2002-03,Kevin Garnett,MIN,162
2002-03,Raef LaFrentz,DAL,160
2002-03,Clifford Robinson,DET,158
2002-03,Tony Delk,BOS,158
2002-03,Lucious Harris,NJN,155
2002-03,Derek Fisher,LAL,153
2002-03,Mike Bibby,SAC,152
2002-03,Ben Wallace,DET,151
2002-03,Tayshaun Prince,DET,141
2002-03,Troy Hudson,MIN,141
2002-03,Eric Snow,PHI,138
2002-03,Jermaine O'Neal,IND,137
2002-03,Vlade Divac,SAC,137
2002-03,Jim Jackson,SAC,135
2002-03,Rodney Rogers,NJN,134
2002-03,Bonzi Wells,POR,133
2002-03,Stephon Marbury,PHX,132
2002-03,Kenny Thomas,PHI,127
2002-03,Keith Van Horn,PHI,125
2002-03,Speedy Claxton,SAS,125
2002-03,Aaron Williams,NJN,123
2002-03,Rasheed Wallace,POR,122
2002-03,Corliss Williamson,DET,117
2002-03,Jason Collins,NJN,117
2002-03,Eduardo Najera,DAL,116
2002-03,Metta World Peace,IND,114
2002-03,Gary Payton,MIL,111
2002-03,Shawn Marion,PHX,111
2002-03,Doug Christie,SAC,109
2002-03,Damon Stoudamire,POR,107
2002-03,Tim Thomas,MIL,107
2002-03,Chucky Atkins,DET,103
2002-03,Sam Cassell,MIL,103
2002-03,Baron Davis,NOH,102
2002-03,Jamal Mashburn,NOH,99
2002-03,Walter McCarty,BOS,99
2002-03,Drew Gooden,ORL,98
2002-03,Karl Malone,UTA,98
2002-03,Raja Bell,DAL,97
2002-03,Zach Randolph,POR,97
2002-03,Eric Williams,BOS,96
2002-03,Mehmet Okur,DET,94
2002-03,Aaron McKie,PHI,93
2002-03,Toni Kukoc,MIL,89
2002-03,Devean George,LAL,88
2002-03,Wally Szczerbiak,MIN,87
2002-03,Amar'e Stoudemire,PHX,85
2002-03,Walt Williams,DAL,85
2002-03,David Wesley,NOH,79
2002-03,Desmond Mason,MIL,78
2002-03,Anfernee Hardaway,PHX,76
2002-03,Matt Harpring,UTA,74
2002-03,Jon Barry,DET,70
2002-03,Ruben Patterson,POR,70
2002-03,Jamaal Magloire,NOH,69
2002-03,Robert Horry,LAL,67
2002-03,Darrell Armstrong,ORL,66
2002-03,Gordan Giricek,ORL,66
2002-03,Tony Battie,BOS,66
2002-03,P.J. Brown,NOH,61
2002-03,Arvydas Sabonis,POR,60
2002-03,Andrei Kirilenko,UTA,58
2002-03,Michael Redd,MIL,58
2002-03,John Stockton,UTA,56
2002-03,Keon Clark,SAC,55
2002-03,Reggie Miller,IND,55
2002-03,Hedo Turkoglu,SAC,53
2002-03,Brad Miller,IND,52
2002-03,Jamaal Tinsley,IND,51
2002-03,Marc Jackson,MIN,50
2002-03,Shawn Bradley,DAL,49
2002-03,J.R. Bremer,BOS,47
2002-03,Greg Ostertag,UTA,46
2002-03,Kevin Willis,SAS,46
2002-03,Dale Davis,POR,45
2002-03,Anthony Johnson,NJN,42
2002-03,George Lynch,NOH,42
2002-03,Rasho Nesterovic,MIN,42
2002-03,Michael Curry,DET,41
2002-03,Ron Mercer,IND,39
2002-03,Brian Shaw,LAL,38
2002-03,Adrian Griffin,DAL,37
2002-03,Jake Voskuhl,PHX,36
2002-03,Mark Jackson,UTA,36
2002-03,Jacque Vaughn,ORL,34
2002-03,Slava Medvedenko,LAL,34
2002-03,Mark Madsen,LAL,33
2002-03,Joe Johnson,PHX,32
2002-03,Kendall Gill,MIN,31
2002-03,Mark Blount,BOS,31
2002-03,Kareem Rush,LAL,30
2002-03,Anthony Peeler,MIN,29
2002-03,Andrew DeClercq,ORL,28
2002-03,Pat Garrity,ORL,28
2002-03,Rod Strickland,MIN,28
2002-03,Tyrone Hill,PHI,28
2002-03,Greg Buckner,PHI,26
2002-03,Tariq Abdul-Wahad,DAL,25
2002-03,Tony Massenburg,UTA,25
2002-03,Rick Fox,LAL,24
2002-03,Scot Pollard,SAC,24
2002-03,Scott Williams,PHX,24
2002-03,Anthony Mason,MIL,23
2002-03,Jannero Pargo,LAL,23
2002-03,Jerome Moiso,NOH,23
2002-03,Scottie Pippen,POR,23
2002-03,Antonio Daniels,POR,22
2002-03,Calbert Cheaney,UTA,22
2002-03,Chris Whitney,ORL,22
2002-03,Steve Kerr,SAS,22
2002-03,Erick Strickland,IND,21
2002-03,Jeff McInnis,POR,21
2002-03,Robert Traylor,NOH,21
2002-03,Shawn Kemp,ORL,21
2002-03,Danny Ferry,SAS,20
2002-03,Monty Williams,PHI,19
2002-03,Scott Padgett,UTA,19
2002-03,Al Harrington,IND,18
2002-03,Courtney Alexander,NOH,18
2002-03,DeShawn Stevenson,UTA,18
2002-03,Dikembe Mutombo,NJN,18
2002-03,Jonathan Bender,IND,17
2002-03,Pat Burke,ORL,17
2002-03,Stacey Augmon,NOH,17
2002-03,Zeljko Rebraca,DET,17
2002-03,Austin Croshere,IND,16
2002-03,Steven Smith,SAS,16
2002-03,Robert Pack,NOH,15
2002-03,Gary Trent,MIN,14
2002-03,Jeff Foster,IND,14
2002-03,Joe Smith,MIN,14
2002-03,Tim Hardaway,IND,13
2002-03,Kenny Anderson,NOH,11
2002-03,Marcus Haislip,MIL,10
2002-03,Carlos Arroyo,UTA,9
2002-03,Lawrence Funderburke,SAC,9
2002-03,Qyntel Woods,POR,7
2002-03,Brian Skinner,PHI,6
2002-03,Casey Jacobsen,PHX,6
2002-03,Ervin Johnson,MIL,6
2002-03,Evan Eschmeyer,DAL,6
2002-03,Gerald Wallace,SAC,6
2002-03,Steven Hunter,ORL,6
2002-03,Jeryl Sasser,ORL,5
2002-03,Tom Gugliotta,PHX,5
2002-03,Bo Outlaw,PHX,4
2002-03,Brian Scalabrine,NJN,4
2002-03,John Amaechi,UTA,4
2002-03,Samaki Walker,LAL,4
2002-03,Kedrick Brown,BOS,3
2002-03,Mike Wilks,MIN,3
2002-03,Tamar Slay,NJN,3
2002-03,Danny Manning,DET,2
2002-03,Derek Anderson,POR,2
2002-03,Grant Long,BOS,2
2002-03,Joel Przybilla,MIL,2
2002-03,Loren Woods,MIN,2
2002-03,Bimbo Coles,BOS,0
2002-03,John Salmons,PHI,0
2002-03,Mark Bryant,BOS,0
2003-04,Kobe Bryant,LAL,539
2003-04,Richard Hamilton,DET,494
2003-04,Shaquille O'Neal,LAL,473
2003-04,Kevin Garnett,MIN,438
2003-04,Chauncey Billups,DET,378
2003-04,Latrell Sprewell,MIN,357
2003-04,Jermaine O'Neal,IND,307
2003-04,Rasheed Wallace,DET,299
2003-04,Metta World Peace,IND,276
2003-04,Sam Cassell,MIN,265
2003-04,Karl Malone,LAL,242
2003-04,Mike Bibby,SAC,240
2003-04,Ben Wallace,DET,236
2003-04,Dwyane Wade,MIA,234
2003-04,Tayshaun Prince,DET,228
2003-04,Chris Webber,SAC,221
2003-04,Tim Duncan,SAS,221
2003-04,Lamar Odom,MIA,219
2003-04,Richard Jefferson,NJN,218
2003-04,Kenyon Martin,NJN,210
2003-04,Peja Stojakovic,SAC,210
2003-04,Tony Parker,SAS,184
2003-04,Eddie Jones,MIA,172
2003-04,Gary Payton,LAL,171
2003-04,Caron Butler,MIA,167
2003-04,Derek Fisher,LAL,166
2003-04,Doug Christie,SAC,166
2003-04,Reggie Miller,IND,161
2003-04,Kerry Kittles,NJN,158
2003-04,Al Harrington,IND,152
2003-04,Wally Szczerbiak,MIN,142
2003-04,Jason Kidd,NJN,139
2003-04,Trenton Hassell,MIN,138
2003-04,Dirk Nowitzki,DAL,133
2003-04,Manu Ginobili,SAS,130
2003-04,Jamaal Tinsley,IND,129
2003-04,Baron Davis,NOH,127
2003-04,Brad Miller,SAC,126
2003-04,Corliss Williamson,DET,126
2003-04,Devean George,LAL,121
2003-04,Fred Hoiberg,MIN,115
2003-04,Steve Francis,HOU,96
2003-04,Brian Grant,MIA,92
2003-04,Rafer Alston,MIA,91
2003-04,Michael Redd,MIL,90
2003-04,Stephon Marbury,NYK,85
2003-04,Voshon Lenard,DEN,85
2003-04,Paul Pierce,BOS,83
2003-04,Slava Medvedenko,LAL,83
2003-04,Kareem Rush,LAL,82
2003-04,Mehmet Okur,DET,82
2003-04,Marquis Daniels,DAL,79
2003-04,Vlade Divac,SAC,79
2003-04,Andre Miller,DEN,77
2003-04,Hedo Turkoglu,SAS,77
2003-04,Jamaal Magloire,NOH,77
2003-04,Jonathan Bender,IND,77
2003-04,Yao Ming,HOU,75
2003-04,David Wesley,NOH,74
2003-04,Jim Jackson,HOU,74
2003-04,Pau Gasol,MEM,74
2003-04,Anthony Johnson,IND,73
2003-04,Cuttino Mobley,HOU,72
2003-04,Desmond Mason,MIL,72
2003-04,Steve Nash,DAL,68
2003-04,Earl Boykins,DEN,67
2003-04,Rodney Rogers,NJN,67
2003-04,Anfernee Hardaway,NYK,66
2003-04,Fred Jones,IND,66
2003-04,Joe Smith,MIL,66
2003-04,Antawn Jamison,DAL,65
2003-04,Michael Finley,DAL,65
2003-04,Austin Croshere,IND,63
2003-04,Marcus Camby,DEN,63
2003-04,P.J. Brown,NOH,62
2003-04,Robert Horry,SAS,61
2003-04,Bruce Bowen,SAS,60
2003-04,Carmelo Anthony,DEN,60
2003-04,Rasho Nesterovic,SAS,59
2003-04,George Lynch,NOH,58
2003-04,Jeff Foster,IND,58
2003-04,Mike James,DET,57
2003-04,Lindsey Hunter,DET,56
2003-04,Lucious Harris,NJN,55
2003-04,Chucky Atkins,BOS,54
2003-04,Devin Brown,SAS,52
2003-04,Stacey Augmon,NOH,52
2003-04,Kurt Thomas,NYK,51
2003-04,Anthony Peeler,SAC,50
2003-04,Damon Jones,MIL,50
2003-04,Darrick Martin,MIN,50
2003-04,James Posey,MEM,50
2003-04,Malik Allen,MIA,50
2003-04,Antoine Walker,DAL,49
2003-04,Maurice Taylor,HOU,49
2003-04,Ervin Johnson,MIN,48
2003-04,Mark Blount,BOS,48
2003-04,Bonzi Wells,MEM,47
2003-04,Mark Madsen,MIN,47
2003-04,Ricky Davis,BOS,47
2003-04,Udonis Haslem,MIA,47
2003-04,Jason Williams,MEM,43
2003-04,Aaron Williams,NJN,42
2003-04,Toni Kukoc,MIL,42
2003-04,David West,NOH,41
2003-04,Nazr Mohammed,NYK,41
2003-04,Jason Collins,NJN,40
2003-04,Keith Van Horn,MIL,40
2003-04,Nene,DEN,39
2003-04,Jiri Welsch,BOS,32
2003-04,Luke Walton,LAL,32
2003-04,Steven Smith,NOH,32
2003-04,Michael Olowokandi,MIN,31
2003-04,Brian Scalabrine,NJN,30
2003-04,Elden Campbell,DET,30
2003-04,Mike Miller,MEM,30
2003-04,Kelvin Cato,HOU,29
2003-04,Walter McCarty,BOS,28
2003-04,Brian Skinner,MIL,27
2003-04,Josh Howard,DAL,27
2003-04,Darius Songaila,SAC,26
2003-04,Darrell Armstrong,NOH,24
2003-04,Stromile Swift,MEM,24
2003-04,Jason Hart,SAS,22
2003-04,Lorenzen Wright,MEM,22
2003-04,Vin Baker,NYK,22
2003-04,Brevin Knight,MIL,21
2003-04,Gary Trent,MIN,21
2003-04,Jon Barry,DEN,21
2003-04,Rasual Butler,MIA,21
2003-04,Chris Mihm,BOS,20
2003-04,Marcus Banks,BOS,20
2003-04,Earl Watson,MEM,19
2003-04,Frank Williams,NYK,19
2003-04,Shane Battier,MEM,19
2003-04,Rick Fox,LAL,18
2003-04,Shandon Anderson,NYK,17
2003-04,Darvin Ham,DET,16
2003-04,Michael Sweetney,NYK,16
2003-04,Francisco Elson,DEN,15
2003-04,Bostjan Nachbar,HOU,14
2003-04,Erick Strickland,MIL,14
2003-04,Brian Cook,LAL,12
2003-04,Eduardo Najera,DAL,12
2003-04,Rodney Buford,SAC,12
2003-04,Tim Thomas,NYK,12
2003-04,Charlie Ward,SAS,11
2003-04,Malik Rose,SAS,10
2003-04,Michael Doleac,DEN,10
2003-04,Robert Traylor,NOH,10
