Name,Team,CoI
Austin Reaves,LAL,USA
Joe Reaves,PHX,USA
Josh Reaves,DAL,USA
Zeljko Rebraca,DET,Serbia
Eldridge Recasner,ATL,USA
Michael Redd,MIL,USA
Cam Reddish,LAL,USA
Frank Reddout,SAC,USA
JJ Redick,PHI,USA
Marlon Redmond,SAC,USA
Davon Reed,LAL,USA
Hub Reed,SAC,USA
Justin Reed,MIN,USA
Paul Reed,PHI,USA
Ron Reed,DET,USA
Willie Reed,MIA,USA
Willis Reed,NYK,USA
Bryant Reeves,MEM,USA
Khalid Reeves,DAL,USA
Richie Regan,SAC,USA
Don Rehfeldt,NONE,USA
Billy Reid,GSW,USA
Don Reid,DET,USA
J.R. Reid,CHA,USA
Jim Reid,PHI,USA
Naz Reid,MIN,USA
Robert Reid,HOU,USA
Ryan Reid,OKC,USA
Jared Reiner,MIL,USA
Joseph Reiser,NONE,USA
Richard Rellford,SAS,USA
Terrence Rencher,MIA,USA
John Rennicke,ATL,USA
Rob Rensberger,NONE,USA
Efthimios Rentzias,PHI,Greece
Shawn Respert,MIL,USA
Kevin Restani,MIL,USA
Cam Reynolds,MIN,USA
George Reynolds,DET,USA
Jerry Reynolds,MIL,USA
Jared Rhoden,DET,USA
Gene Rhodes,NONE,USA
Rodrick Rhodes,HOU,USA
Glen Rice,MIA,USA
Glen Rice,WAS,USA
Chris Richard,MIN,USA
Nick Richards,CHA,Jamaica
Clint Richardson,PHI,USA
Jason Richardson,GSW,USA
Jeremy Richardson,ATL,USA
Josh Richardson,MIA,USA
Malachi Richardson,SAC,USA
Micheal Ray Richardson,NYK,USA
Norman Richardson,CHI,USA
Pooh Richardson,LAC,USA
Quentin Richardson,LAC,USA
Mitch Richmond,SAC,USA
John Richter,BOS,USA
Dick Ricketts,SAC,USA
Isaiah Rider,MIN,USA
Jackie Ridgle,CLE,USA
Luke Ridnour,OKC,USA
Mel Riebe,BOS,USA
Jim Riffey,DET,USA
Antoine Rigaudeau,DAL,France
Tom Riker,NYK,USA
Bob Riley,ATL,USA
Eric Riley,HOU,USA
Pat Riley,LAL,USA
Ron Riley,HOU,USA
Grant Riller,PHI,USA
Rich Rinaldi,WAS,USA
Mike Riordan,WAS,USA
Arnie Risen,SAC,USA
Goebel Ritter,NYK,USA
Ramon Rivas,BOS,Puerto Rico
Austin Rivers,MIN,USA
David Rivers,LAC,USA
Doc Rivers,ATL,USA
Lee Robbins,NONE,USA
Andre Roberson,OKC,USA
Anthony Roberson,NYK,USA
Rick Roberson,LAL,USA
Terrance Roberson,CHA,USA
Anthony Roberts,DEN,USA
Bill Roberts,NONE,USA
Brian Roberts,NOP,USA
Fred Roberts,MIL,USA
Joe Roberts,PHI,USA
Lawrence Roberts,MEM,USA
Marv Roberts,LAL,USA
Stanley Roberts,LAC,USA
Alvin Robertson,SAS,USA
Oscar Robertson,SAC,USA
Ryan Robertson,SAC,USA
Tony Robertson,ATL,USA
Rick Robey,BOS,USA
Bernard Robinson,CHA,USA
Chris Robinson,MEM,USA
Cliff T. Robinson,CLE,USA
Clifford Robinson,POR,USA
David Robinson,SAS,USA
Devin Robinson,WAS,USA
Duncan Robinson,MIA,USA
Eddie Robinson,CHI,USA
Flynn Robinson,SAC,USA
Glenn Robinson,MIL,USA
Jackie Robinson,OKC,USA
Jamal Robinson,MIA,USA
James Robinson,POR,USA
Jerome Robinson,GSW,USA
Justin Robinson,DET,USA
Larry Robinson,ATL,USA
Mitchell Robinson,NYK,USA
Nate Robinson,NYK,USA
Oliver Robinson,SAS,USA
Orlando Robinson,MIA,USA
Rumeal Robinson,ATL,USA
Thomas Robinson,POR,USA
Truck Robinson,PHX,USA
Wayne Robinson,DET,USA
Glenn Robinson III,IND,USA
Jeremiah Robinson-Earl,NOP,USA
Bill Robinzine,SAC,USA
Dave Robisch,DEN,USA
Isaiah Roby,NYK,USA
Red Rocha,PHI,USA
John Roche,DEN,USA
Gene Rock,NONE,USA
Jack Rocker,GSW,USA
David Roddy,PHX,USA
Guy Rodgers,GSW,USA
Dennis Rodman,DET,USA
Sergio Rodriguez,POR,Spain
Lou Roe,DET,USA
Carlos Rogers,TOR,USA
Johnny Rogers,SAC,USA
Marshall Rogers,GSW,USA
Rodney Rogers,LAC,USA
Roy Rogers,MEM,USA
Al Roges,NONE,USA
Ken Rohloff,ATL,USA
Magnum Rolle,ATL,Bahamas
Kenny Rollins,NONE,USA
Phil Rollins,SAC,USA
Ryan Rollins,MIL,USA
Tree Rollins,ATL,USA
Lorenzo Romar,GSW,USA
Rajon Rondo,CLE,USA
Sean Rooks,LAC,USA
Derrick Rose,MEM,USA
Jalen Rose,IND,USA
Malik Rose,SAS,USA
Robert Rose,LAC,USA
Alexander Rosenberg,GSW,USA
Lennie Rosenbluth,GSW,USA
Hank Rosenstein,NYK,USA
Dick Rosenthal,DET,USA
Quinton Ross,LAC,USA
Terrence Ross,PHX,USA
Doug Roth,WAS,USA
Scott Roth,MIN,USA
Irv Rothenberg,NYK,USA
Mickey Rottner,NONE,USA
Dan Roundfield,ATL,USA
Giff Roux,NONE,USA
Ron Rowan,POR,USA
Curtis Rowe,DET,USA
Jim Rowinski,MIA,USA
Derrick Rowland,MIL,USA
Brian Rowsom,CHA,USA
Brandon Roy,POR,USA
Donald Royal,ORL,USA
Bob Royer,NONE,USA
Clifford Rozier,GSW,USA
Terry Rozier,MIA,USA
Ricky Rubio,CLE,Spain
Guy Rucker,GSW,USA
Delaney Rudd,UTA,USA
John Rudd,NYK,USA
Damjan Rudez,IND,Croatia
John Rudometkin,NYK,USA
Michael Ruffin,WAS,USA
Trevor Ruffin,PHI,USA
Paul Ruffner,LAC,USA
Joe Ruklick,GSW,USA
Jeff Ruland,WAS,USA
Bob Rule,OKC,USA
Jerry Rullo,GSW,USA
Rayan Rupert,POR,France
Stefano Rusconi,PHX,Italy
Brandon Rush,IND,USA
Kareem Rush,LAL,USA
Bill Russell,BOS,USA
Bryon Russell,UTA,USA
Campy Russell,CLE,USA
Cazzie Russell,NYK,USA
D'Angelo Russell,LAL,USA
Frank Russell,CHI,USA
Walker Russell,DET,USA
Walker Russell,DET,USA
Matt Ryan,NOP,USA
Arvydas Sabonis,POR,Lithuania
Domantas Sabonis,SAC,Lithuania
Robert Sacre,LAL,Canada
Ed Sadowski,GSW,USA
Kenny Sailors,NONE,USA
John Salley,DET,USA
John Salmons,SAC,USA
Kevin Salvadori,SAC,USA
Soumaila Samake,BKN,Mali
Luka Samanic,UTA,Croatia
Cheikh Samb,LAC,Senegal
Brandon Sampson,CHI,USA
JaKarr Sampson,PHI,USA
Jamal Sampson,CHA,USA
Ralph Sampson,HOU,USA
Samardo Samuels,CLE,Jamaica
Jermaine Samuels Jr.,HOU,USA
Pepe Sanchez,PHI,Argentina
Frankie Sanders,BOS,USA
Jeff Sanders,CHI,USA
Larry Sanders,MIL,USA
Melvin Sanders,SAS,USA
Mike Sanders,PHX,USA
Thomas Sanders,BOS,USA
Adama Sanogo,CHI,Mali
Daniel Santiago,MIL,Puerto Rico
Bob Santini,NYK,USA
Gui Santos,GSW,Brazil
Wayne Sappleton,BKN,USA
Dario Saric,GSW,Croatia
Olivier Sarr,OKC,France
Jason Sasser,MEM,USA
Jeryl Sasser,ORL,USA
Marcus Sasser,DET,USA
Tomas Satoransky,WAS,Czech Republic
Kenny Satterfield,DEN,USA
Frank Saul,LAL,USA
Woody Sauldsberry,GSW,USA
Fred Saunders,BOS,USA
Don Savage,PHI,USA
Predrag Savovic,DEN,Serbia
Alan Sawyer,NONE,USA
Brian Scalabrine,BOS,USA
Alex Scales,SAS,USA
Dewayne Scales,NYK,USA
Frank Schade,SAC,USA
Ben Schadler,NONE,USA
Herm Schaefer,LAL,USA
Bob Schafer,ATL,USA
Jordan Schakel,WAS,USA
Ben Scharnus,NONE,USA
Marv Schatzman,NONE,USA
Fred Schaus,DET,USA
Dan Schayes,DEN,USA
Dolph Schayes,PHI,USA
Ossie Schectman,NYK,USA
Steve Scheffler,OKC,USA
Tom Scheffler,POR,USA
Dave Schellhase,CHI,USA
Luke Schenscher,CHI,USA
Herb Scherer,ATL,USA
Dwayne Schintzius,BKN,USA
Dale Schlueter,POR,USA
Otto Schnellbacher,NONE,USA
Dick Schnittker,LAL,USA
Russ Schoene,OKC,USA
Admiral Schofield,ORL,United Kingdom
Dave Scholz,PHI,USA
Milt Schoon,NONE,USA
Detlef Schrempf,OKC,USA
Dennis Schroder,BKN,Germany
Howie Schultz,LAL,USA
Dick Schulz,NONE,USA
John Schweitz,OKC,USA
Luis Scola,HOU,Argentina
Freddie Scolari,NONE,USA
Alvin Scott,PHX,USA
Brent Scott,IND,USA
Byron Scott,LAL,USA
Charlie Scott,PHX,USA
Dennis Scott,ORL,USA
James Scott,MIA,USA
Mike Scott,ATL,USA
Ray Scott,DET,USA
Shawnelle Scott,CLE,USA
Trevon Scott,CLE,USA
Jay Scrubb,ORL,USA
Carey Scurry,UTA,USA
Dereon Seabron,NOP,USA
Bruce Seals,OKC,USA
Shea Seals,LAL,USA
Malik Sealy,LAC,USA
Ed Searcy,BOS,USA
Ken Sears,NYK,USA
Wayne See,NONE,USA
Thabo Sefolosha,OKC,Switzerland
Rony Seikaly,MIA,USA
Glen Selbo,NONE,USA
Josh Selby,MEM,USA
Wayne Selden,NYK,USA
Brad Sellers,CHI,USA
Phil Sellers,DET,USA
Rollie Seltz,NONE,USA
Frank Selvy,LAL,USA
Jim Seminoff,BOS,USA
Mouhamed Sene,OKC,Senegal
George Senesky,GSW,USA
Alperen Sengun,HOU,Turkey
Brice Sensabaugh,UTA,USA
Kevin Seraphin,WAS,France
Ansu Sesay,OKC,USA
Ramon Sessions,CHA,USA
Tom Sewell,WAS,USA
Collin Sexton,UTA,USA
Paul Seymour,PHI,USA
Nick Shaback,NONE,USA
Charles Shackleford,BKN,USA
Carl Shaeffer,NONE,USA
Lee Shaffer,PHI,USA
Mustafa Shakur,WAS,USA
Landry Shamet,WAS,USA
God Shammgod,WAS,USA
Earl Shannon,NONE,USA
Howie Shannon,BOS,USA
Charlie Share,ATL,USA
Bill Sharman,BOS,USA
Day'Ron Sharpe,BKN,USA
Shaedon Sharpe,POR,Canada
Walter Sharpe,DET,USA
John Shasky,MIA,USA
Ron Shavlik,NYK,USA
Brian Shaw,LAL,USA
Casey Shaw,PHI,USA
Marial Shayok,PHI,Canada
Bob Shea,NONE,USA
Fred Sheffield,GSW,USA
Craig Shelton,ATL,USA
Lonnie Shelton,OKC,USA
Tornike Shengelia,BKN,Georgia
Ben Sheppard,IND,USA
Jeff Sheppard,ATL,USA
Steve Sheppard,CHI,USA
Edmund Sherod,NYK,USA
Charlie Shipp,NONE,USA
Paul Shirley,PHX,USA
Gene Short,NYK,USA
Purvis Short,GSW,USA
Dexter Shouse,PHI,USA
Dick Shrider,NYK,USA
Gene Shue,DET,USA
John Shumate,LAC,USA
Iman Shumpert,NYK,USA
Alexey Shved,MIN,Russia
Pascal Siakam,IND,Cameroon
Jordan Sibert,ATL,USA
Sam Sibert,SAC,USA
Mark Sibley,POR,USA
Jerry Sichting,IND,USA
Larry Siegfried,BOS,USA
Ralph Siewert,NONE,USA
Jack Sikma,OKC,USA
James Silas,SAS,USA
Paul Silas,ATL,USA
Xavier Silas,PHI,USA
Garret Siler,PHX,USA
Mike Silliman,LAC,USA
Chris Silva,DAL,Gabon
Wayne Simien,MIA,USA
Ben Simmons,BKN,Australia
Bobby Simmons,LAC,USA
Cedric Simmons,NOP,USA
Connie Simmons,NYK,USA
Johnny Simmons,BOS,USA
Jonathon Simmons,SAS,USA
Kobi Simmons,MEM,USA
Lionel Simmons,SAC,USA
Miles Simon,ORL,USA
Marko Simonovic,CHI,Montenegro
Anfernee Simons,POR,USA
Dickey Simpkins,CHI,USA
Diamon Simpson,HOU,USA
Ralph Simpson,DET,USA
Zavier Simpson,DET,USA
Alvin Sims,PHX,USA
Bob Sims,ATL,USA
Courtney Sims,IND,USA
Doug Sims,SAC,USA
Henry Sims,PHI,USA
Jericho Sims,NYK,USA
Scott Sims,SAS,USA
Kyle Singler,DET,USA
Sean Singletary,CHA,USA
Chris Singleton,WAS,USA
James Singleton,LAC,USA
Mckinley Singleton,NYK,USA
Zeke Sinicola,DET,USA
Deividas Sirvydis,IND,Lithuania
Charlie Sitton,DAL,USA
Peyton Siva,DET,USA
Dmytro Skapintsev,NYK,Ukraine
Scott Skiles,ORL,USA
Al Skinner,BKN,USA
Brian Skinner,LAC,USA
Talvin Skinner,OKC,USA
Whitey Skoog,LAL,USA
Jeff Slade,WAS,USA
Reggie Slater,TOR,USA
Jim Slaughter,NONE,USA
Jose Slaughter,IND,USA
Jalen Slawson,SAC,USA
Tamar Slay,BKN,USA
Donald Sloan,IND,USA
Jerry Sloan,CHI,USA
Uros Slokar,TOR,Slovenia
Tom Sluby,DAL,USA
Alen Smailagic,GSW,Serbia
Javonte Smart,PHI,USA
Keith Smart,SAS,USA
Marcus Smart,MEM,USA
Belus Smawley,NONE,USA
Jack Smiley,DET,USA
Adrian Smith,SAC,USA
Bill Smith,POR,USA
Bill Smith,NYK,USA
Bingo Smith,CLE,USA
Bobby Smith,LAL,USA
Charles Smith,LAC,USA
Charles Smith,SAS,USA
Charles Smith,BOS,USA
Chris Smith,MIN,USA
Chris Smith,NYK,USA
Clinton Smith,GSW,USA
Craig Smith,MIN,USA
Deb Smith,NONE,USA
Derek Smith,LAC,USA
Don Smith,PHI,USA
Donald Smith,LAL,USA
Donta Smith,ATL,USA
Doug Smith,DAL,USA
Dru Smith,MIA,USA
Ed Smith,NYK,USA
Elmore Smith,LAL,USA
Garfield Smith,BOS,USA
Greg Smith,MIL,USA
Greg Smith,HOU,USA
Ish Smith,CHA,USA
JR Smith,DEN,USA
Jabari Smith,SAC,USA
Jalen Smith,IND,USA
Jason Smith,NOP,USA
Jerry Smith,BKN,USA
Jim Smith,LAC,USA
Joe Smith,MIN,USA
Josh Smith,ATL,USA
Keith Smith,MIL,USA
Kenny Smith,HOU,USA
Labradford Smith,WAS,USA
Larry Smith,GSW,USA
Leon Smith,ATL,USA
Michael Smith,SAC,USA
Michael Smith,BOS,USA
Mike Smith,WAS,USA
Nolan Smith,POR,USA
Otis Smith,ORL,USA
Phil Smith,GSW,USA
Randy Smith,LAC,USA
Reggie Smith,POR,USA
Robert Smith,DEN,USA
Russ Smith,MEM,USA
Sammy Smith,CHI,USA
Steven Smith,ATL,USA
Steven Smith,PHI,USA
Stevin Smith,DAL,USA
Terquavion Smith,PHI,USA
Theron Smith,CHA,USA
Tony Smith,LAL,USA
Willie Smith,CLE,USA
Zhaire Smith,PHI,USA
Dennis Smith Jr.,BKN,USA
Jabari Smith Jr.,HOU,USA
Nick Smith Jr.,CHA,USA
Rik Smits,IND,USA
Mike Smrek,LAL,USA
Joe Smyth,NONE,USA
Xavier Sneed,CHA,USA
Tony Snell,NOP,USA
Eric Snow,PHI,USA
Dick Snyder,OKC,USA
Kirk Snyder,NOP,USA
George Sobek,NONE,USA
Ricky Sobers,CHI,USA
Ron Sobie,NYK,USA
Jeremy Sochan,SAS,Poland
Mike Sojourner,ATL,USA
Will Solomon,MEM,USA
Willie Somerset,WAS,USA
Darius Songaila,WAS,Lithuania
Dave Sorenson,CLE,USA
James Southerland,NOP,USA
Gino Sovran,NONE,USA
Pape Sow,TOR,Senegal
Ray Spalding,PHX,USA
Jim Spanarkel,DAL,USA
Vassilis Spanoulis,HOU,Greece
Guy Sparrow,NYK,USA
Rory Sparrow,NYK,USA
Odie Spears,SAC,USA
Art Spector,BOS,USA
Marreese Speights,GSW,USA
Omari Spellman,GSW,USA
Andre Spencer,SAC,USA
Elmore Spencer,LAC,USA
Felton Spencer,MIN,USA
Pat Spencer,GSW,USA
Lou Spicer,NONE,USA
Craig Spitzer,CHI,USA
Tiago Splitter,SAS,Brazil
Art Spoelstra,SAC,USA
Latrell Sprewell,GSW,USA
Larry Spriggs,LAL,USA
Jaden Springer,BOS,USA
Jim Springer,NONE,USA
Jim Spruill,NONE,USA
Ryan Stack,CLE,USA
Jerry Stackhouse,DET,USA
Kevin Stacom,BOS,USA
Dave Stallworth,NYK,USA
Isaac Stallworth,UTA,USA
Ed Stanczak,NONE,USA
Cassius Stanley,DET,USA
Terence Stansbury,IND,USA
John Starks,NYK,USA
Keith Starr,CHI,USA
Nik Stauskas,BOS,Canada
Larry Staverman,SAC,USA
Larry Steele,POR,USA
Matt Steigenga,CHI,USA
Vladimir Stepania,MIA,Georgia
DJ Stephens,MIL,USA
Everette Stephens,IND,USA
Jack Stephens,ATL,USA
Joe Stephens,MEM,USA
Lance Stephenson,IND,USA
Alex Stepheson,LAC,USA
Brook Steppe,SAC,USA
Barry Stevens,GSW,USA
Lamar Stevens,MEM,USA
Wayne Stevens,SAC,USA
DeShawn Stevenson,WAS,USA
DJ Stewart,DAL,USA
Dennis Stewart,WAS,USA
Isaiah Stewart,DET,USA
Kebu Stewart,PHI,USA
Larry Stewart,WAS,USA
Michael Stewart,TOR,USA
Norm Stewart,ATL,USA
Greg Stiemsma,MIN,USA
Steve Stipanovich,IND,USA
Bryant Stith,DEN,USA
Sam Stith,NYK,USA
Tom Stith,NYK,USA
Alex Stivrins,PHX,USA
David Stockton,LAL,USA
John Stockton,UTA,USA
Peja Stojakovic,SAC,Serbia
Ed Stokes,TOR,USA
Greg Stokes,PHI,USA
Jarnell Stokes,MEM,USA
Maurice Stokes,SAC,USA
Art Stolkey,NONE,USA
Diamond Stone,LAC,USA
Julyan Stone,DEN,USA
Awvee Storey,MIL,USA
Damon Stoudamire,POR,USA
Salim Stoudamire,ATL,USA
Amar'e Stoudemire,PHX,USA
Paul Stovall,PHX,USA
DJ Strawberry,PHX,USA
Joe Strawder,DET,USA
Julian Strawther,DEN,USA
Bill Stricker,POR,USA
Erick Strickland,DAL,USA
Mark Strickland,MIA,USA
Rod Strickland,POR,USA
Roger Strickland,WAS,USA
John Stroeder,MIL,USA
Derek Strong,ORL,USA
Lamont Strothers,DAL,USA
John Stroud,HOU,USA
Max Strus,CLE,USA
Rodney Stuckey,DET,USA
Gene Stump,BOS,USA
Stan Stutz,NYK,USA
Jalen Suggs,ORL,USA
Gary Suiter,CLE,USA
Jared Sullinger,BOS,USA
DaJuan Summers,DET,USA
Edmond Sumner,CHA,USA
Barry Sumpter,LAC,USA
Yue Sun,LAL,China
Don Sunderlage,ATL,USA
Bruno Sundov,IND,Croatia
Jon Sundvold,SAS,USA
Bob Sura,CLE,USA
Dick Surhoff,ATL,USA
Dane Suttle,SAC,USA
Greg Sutton,CHA,USA
Bennie Swain,BOS,USA
Caleb Swanigan,POR,USA
Norm Swanson,SAC,USA
Dan Swartz,BOS,USA
Michael Sweetney,NYK,USA
Cole Swider,MIA,USA
Robert Swift,OKC,USA
Stromile Swift,MEM,USA
Aaron Swinson,PHX,USA
Craig Sword,WAS,USA
Pape Sy,ATL,France
Wallace Sydnor,NONE,USA
Keifer Sykes,IND,USA
Larry Sykes,BOS,USA
Brett Szabo,BOS,USA
Wally Szczerbiak,MIN,USA
Zan Tabak,TOR,Croatia
Yuta Tabuse,PHX,USA
Chris Taft,GSW,USA
Sid Tannenbaum,NYK,USA
Dragan Tarlac,CHI,Serbia
Roy Tarpley,DAL,USA
Jae'Sean Tate,HOU,USA
Earl Tatum,LAL,USA
Jayson Tatum,BOS,USA
Edy Tavares,ATL,Cabo Verde
Anthony Taylor,MIA,USA
Brian Taylor,LAC,USA
Donell Taylor,WAS,USA
Fred Taylor,PHX,USA
Isaiah Taylor,ATL,USA
Jay Taylor,BKN,USA
Jeff Taylor,HOU,USA
Jeffery Taylor,CHA,Sweden
Jermaine Taylor,HOU,USA
Johnny Taylor,DEN,USA
Leonard Taylor,GSW,USA
Maurice Taylor,HOU,USA
Mike Taylor,LAC,USA
Roland Taylor,DEN,USA
Terry Taylor,CHI,USA
Tyshawn Taylor,BKN,USA
Vince Taylor,NYK,USA
Terry Teagle,GSW,USA
Jeff Teague,ATL,USA
Marquis Teague,CHI,USA
Mirza Teletovic,BKN,Bosnia and Herzegovina
Sebastian Telfair,MIN,USA
Garrett Temple,TOR,USA
Milos Teodosic,LAC,Serbia
Ira Terrell,PHX,USA
Jared Terrell,MIN,USA
Carlos Terry,WAS,USA
Chuck Terry,MIL,USA
Claude Terry,ATL,USA
Dalen Terry,CHI,USA
Emanuel Terry,PHX,USA
Jason Terry,DAL,USA
Tyrell Terry,MEM,USA
Jon Teske,MEM,USA
Hasheem Thabeet,MEM,Tanzania
Tom Thacker,SAC,USA
Daniel Theis,LAC,Germany
Reggie Theus,CHI,USA
Peter Thibeaux,GSW,USA
Bill Thieben,DET,USA
Justus Thigpen,DET,USA
David Thirdkill,BOS,USA
Adonis Thomas,ORL,USA
Billy Thomas,BKN,USA
Brodric Thomas,BOS,USA
Cam Thomas,BKN,Japan
Carl Thomas,CLE,USA
Charles Thomas,DET,USA
Etan Thomas,WAS,USA
Irving Thomas,LAL,USA
Isaiah Thomas,CHA,USA
Isiah Thomas,DET,USA
Jamel Thomas,BKN,USA
James Thomas,PHI,USA
Jim Thomas,IND,USA
Joe Thomas,PHX,USA
John Thomas,TOR,USA
Kenny Thomas,HOU,USA
Khyri Thomas,DET,USA
Kurt Thomas,NYK,USA
Lance Thomas,NYK,USA
Malcolm Thomas,PHI,USA
Matt Thomas,CHI,USA
Terry Thomas,DET,USA
Tim Thomas,MIL,USA
Tyrus Thomas,CHI,USA
Trey Thompkins,LAC,USA
Amen Thompson,HOU,USA
Ausar Thompson,DET,USA
Bernard Thompson,PHX,USA
Billy Thompson,MIA,USA
Brooks Thompson,ORL,USA
Corny Thompson,DAL,USA
David Thompson,DEN,USA
Dijon Thompson,PHX,USA
George Thompson,MIL,USA
Hollis Thompson,PHI,USA
Jason Thompson,SAC,USA
John Thompson,BOS,USA
Kevin Thompson,POR,USA
Klay Thompson,GSW,USA
LaSalle Thompson,SAC,USA
Mychal Thompson,POR,USA
Mychel Thompson,CLE,USA
Paul Thompson,CLE,USA
Stephen Thompson,SAC,USA
Tristan Thompson,CLE,Canada
JT Thor,CHA,USA
Rod Thorn,OKC,USA
Al Thornton,LAC,USA
Bob Thornton,PHI,USA
Marcus Thornton,SAC,USA
Sindarius Thornwell,LAC,USA
Otis Thorpe,HOU,USA
Sedale Threatt,LAL,USA
Nate Thurmond,GSW,USA
Mel Thurston,NONE,USA
Matisse Thybulle,POR,USA
Howard Tidrick,NONE,USA
Dan Tieman,SAC,USA
Killian Tillie,MEM,France
Darren Tillis,GSW,USA
Xavier Tillman,BOS,USA
Jack Tingle,NONE,USA
Jamaal Tinsley,IND,USA
Wayman Tisdale,SAC,USA
Mike Tobey,CHA,USA
Isaiah Todd,WAS,USA
Marko Todorovich,ATL,USA
Ray Tolbert,OKC,USA
Tom Tolbert,GSW,USA
Anthony Tolliver,DET,USA
Dean Tolson,OKC,USA
Rudy Tomjanovich,HOU,USA
Andrew Toney,PHI,USA
Sedric Toney,ATL,USA
Andy Tonkovich,NONE,USA
Andy Toolson,UTA,USA
Jack Toomay,NONE,USA
Bernard Toone,PHI,USA
Jacob Toppin,NYK,USA
Obi Toppin,IND,USA
Irv Torgoff,NONE,USA
Gene Tormohlen,ATL,USA
Oscar Torres,HOU,Venezuela
Juan Toscano-Anderson,SAC,USA
Bill Tosheff,NONE,USA
Bob Tough,DET,USA
Axel Toupane,DEN,France
Monte Towe,DEN,USA
Keith Tower,LAC,USA
William Towery,NONE,USA
Linton Townes,POR,USA
Karl-Anthony Towns,MIN,USA
Raymond Townsend,GSW,USA
George Trapp,DET,USA
John Trapp,HOU,USA
Robert Traylor,CLE,USA
Gary Trent,MIN,USA
Gary Trent Jr.,TOR,USA
Jeff Trepagnier,DEN,USA
John Tresvant,WAS,USA
Allonzo Trier,NYK,USA
Dick Triptow,DET,USA
Kelly Tripucka,DET,USA
Cezary Trybanski,MEM,Poland
Jake Tsakalidis,PHX,Greece
John Tschogl,ATL,USA
Oscar Tshiebwe,IND,DRC
Lou Tsioropoulos,BOS,USA
Nikoloz Tskitishvili,DEN,Georgia
Al Tucker,OKC,USA
Alando Tucker,PHX,USA
Anthony Tucker,WAS,USA
Jim Tucker,PHI,USA
P.J. Tucker,LAC,USA
Rayjon Tucker,MIL,USA
Trent Tucker,NYK,USA
Ronny Turiaf,LAL,France
Mirsad Turkcan,MIL,Turkey
Hedo Turkoglu,ORL,Turkey
Andre Turner,WAS,USA
Bill Turner,GSW,USA
Elston Turner,DEN,USA
Evan Turner,PHI,USA
Henry Turner,SAC,USA
Jack Turner,NYK,USA
Jack Turner,WAS,USA
Jeff Turner,ORL,USA
John Turner,HOU,USA
Myles Turner,IND,USA
Wayne Turner,BOS,USA
Mel Turpin,CLE,USA
Dave Twardzik,POR,USA
Jack Twyman,SAC,USA
B.J. Tyler,PHI,USA
Jeremy Tyler,GSW,USA
Terry Tyler,DET,USA
Charlie Tyra,NYK,USA
Hunter Tyson,DEN,USA
Edwin Ubiles,WAS,Puerto Rico
Ekpe Udoh,MIL,USA
Ime Udoka,SAS,USA
Beno Udrih,SAC,Slovenia
Roko Ukic,TOR,Croatia
Tyler Ulis,PHX,USA
Stanley Umude,DET,USA
Wes Unseld,WAS,USA
Hal Uplinger,NONE,USA
Kelvin Upshaw,DAL,USA
Jarrod Uthoff,DAL,USA
Ben Uzoh,BKN,USA
Robert Vaden,OKC,USA
Jonas Valanciunas,NOP,Lithuania
Darnell Valentine,POR,USA
Denzel Valentine,UTA,USA
Ron Valentine,DEN,USA
John Vallely,ATL,USA
Dick Van Arsdale,PHX,USA
Tom Van Arsdale,SAC,USA
Butch Van Breda Kolff,NYK,USA
Jan Van Breda Kolff,BKN,USA
Nick Van Exel,LAL,USA
Keith Van Horn,BKN,USA
Norm Van Lier,CHI,USA
Fred VanVleet,HOU,USA
Gene Vance,NONE,USA
Log Vander Velden,LAC,USA
Jarred Vanderbilt,LAL,USA
Ernie Vandeweghe,NYK,USA
Kiki Vandeweghe,DEN,USA
Nick Vanos,PHX,USA
David Vanterpool,WAS,USA
Ratko Varda,DET,Bosnia and Herzegovina
Anderson Varejao,CLE,Brazil
Jarvis Varnado,PHI,USA
Greivis Vasquez,NOP,Venezuela
Devin Vassell,SAS,USA
Charles Vaughn,ATL,USA
David Vaughn,ORL,USA
Jacque Vaughn,UTA,USA
Rashad Vaughn,MIL,USA
Virgil Vaughn,BOS,USA
Loy Vaught,LAC,USA
Bob Verga,POR,USA
Peter Verhoeven,POR,USA
Jan Vesely,WAS,Czech Republic
Gundars Vetra,MIN,Latvia
Sasha Vezenkov,SAC,Bulgaria
Joao Vianna,DAL,Brazil
Luca Vildoza,MIL,Argentina
Charlie Villanueva,DET,USA
Gabe Vincent,LAL,USA
Jay Vincent,DAL,USA
Sam Vincent,ORL,USA
Marcus Vinicius,NOP,Brazil
Fred Vinson,OKC,USA
Gary Voce,CLE,USA
Floyd Volker,NONE,USA
Alexander Volkov,ATL,Ukraine
Whitey Von Nieda,NONE,USA
Noah Vonleh,BOS,USA
Jake Voskuhl,PHX,USA
Danny Vranes,OKC,USA
Slavko Vranes,POR,Montenegro
Stojko Vrankovic,LAC,Croatia
Brett Vroman,UTA,USA
Jackson Vroman,NOP,USA
Nikola Vucevic,CHI,Montenegro
Sasha Vujacic,LAL,Slovenia
Tristan Vukcevic,WAS,Italy
Dean Wade,CLE,USA
Dwyane Wade,MIA,USA
Mark Wade,GSW,USA
Von Wafer,HOU,USA
Clint Wager,DET,USA
Dajuan Wagner,CLE,USA
Danny Wagner,NONE,USA
Franz Wagner,ORL,Germany
Milt Wagner,LAL,USA
Moritz Wagner,ORL,Germany
Ish Wainright,PHX,USA
Dion Waiters,CLE,USA
Granville Waiters,IND,USA
